"Contract_ID","Plan_ID","Segment_ID","Contract_Year","Language_Name","Package_Description","Package_Sort","Category_Description","Service_Description","Service_Sort","Cost_Share"
"H2150","009","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H2150","009","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2150","009","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H2150","009","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Deducible","81","N/A"
"H2150","009","0","2019","Spanish","Paquete # 1","27","Audífonos","Deducible","81","N/A"
"H2150","021","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$23.00"
"H2150","021","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$23.00"
"H2150","021","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$23.00"
"H2150","021","0","2019","English","Package #1","27","Hearing exam","Monthly Premium","80","$23.00"
"H2150","021","0","2019","English","Package #1","27","Hearing aids","Monthly Premium","80","$23.00"
"H2150","021","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H2150","021","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H2150","021","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H2150","021","0","2019","English","Package #1","27","Hearing exam","Deductible","81","N/A"
"H2150","021","0","2019","English","Package #1","27","Hearing aids","Deductible","81","N/A"
"H2150","021","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$23.00"
"H2150","021","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$23.00"
"H2150","021","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$23.00"
"H2150","021","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Prima mensual","80","$23.00"
"H2150","021","0","2019","Spanish","Paquete # 1","27","Audífonos","Prima mensual","80","$23.00"
"H2150","021","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H2150","021","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2150","021","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H2150","021","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Deducible","81","N/A"
"H2150","021","0","2019","Spanish","Paquete # 1","27","Audífonos","Deducible","81","N/A"
"H2150","022","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$23.00"
"H2150","022","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$23.00"
"H2150","022","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$23.00"
"H2150","022","0","2019","English","Package #1","27","Hearing exam","Monthly Premium","80","$23.00"
"H2150","022","0","2019","English","Package #1","27","Hearing aids","Monthly Premium","80","$23.00"
"H2150","022","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H2150","022","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H2150","022","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H2150","022","0","2019","English","Package #1","27","Hearing exam","Deductible","81","N/A"
"H2150","022","0","2019","English","Package #1","27","Hearing aids","Deductible","81","N/A"
"H2150","022","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$23.00"
"H2150","022","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$23.00"
"H2150","022","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$23.00"
"H2150","022","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Prima mensual","80","$23.00"
"H2150","022","0","2019","Spanish","Paquete # 1","27","Audífonos","Prima mensual","80","$23.00"
"H2150","022","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H2150","022","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2150","022","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H2150","022","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Deducible","81","N/A"
"H2150","022","0","2019","Spanish","Paquete # 1","27","Audífonos","Deducible","81","N/A"
"H2150","029","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$23.00"
"H2150","029","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$23.00"
"H2150","029","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$23.00"
"H2150","029","0","2019","English","Package #1","27","Hearing exam","Monthly Premium","80","$23.00"
"H2150","029","0","2019","English","Package #1","27","Hearing aids","Monthly Premium","80","$23.00"
"H2150","029","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H2150","029","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H2150","029","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H2150","029","0","2019","English","Package #1","27","Hearing exam","Deductible","81","N/A"
"H2150","029","0","2019","English","Package #1","27","Hearing aids","Deductible","81","N/A"
"H2150","029","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$23.00"
"H2150","029","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$23.00"
"H2150","029","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$23.00"
"H2150","029","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Prima mensual","80","$23.00"
"H2150","029","0","2019","Spanish","Paquete # 1","27","Audífonos","Prima mensual","80","$23.00"
"H2150","029","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H2150","029","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2150","029","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H2150","029","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Deducible","81","N/A"
"H2150","029","0","2019","Spanish","Paquete # 1","27","Audífonos","Deducible","81","N/A"
"H2171","001","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$18.00"
"H2171","001","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H2171","001","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$18.00"
"H2171","001","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2172","001","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$23.00"
"H2172","001","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$23.00"
"H2172","001","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$23.00"
"H2172","001","0","2019","English","Package #1","27","Hearing exam","Monthly Premium","80","$23.00"
"H2172","001","0","2019","English","Package #1","27","Hearing aids","Monthly Premium","80","$23.00"
"H2172","001","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H2172","001","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H2172","001","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H2172","001","0","2019","English","Package #1","27","Hearing exam","Deductible","81","N/A"
"H2172","001","0","2019","English","Package #1","27","Hearing aids","Deductible","81","N/A"
"H2172","001","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$23.00"
"H2172","001","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$23.00"
"H2172","001","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$23.00"
"H2172","001","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Prima mensual","80","$23.00"
"H2172","001","0","2019","Spanish","Paquete # 1","27","Audífonos","Prima mensual","80","$23.00"
"H2172","001","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H2172","001","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2172","001","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H2172","001","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Deducible","81","N/A"
"H2172","001","0","2019","Spanish","Paquete # 1","27","Audífonos","Deducible","81","N/A"
"H2172","002","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$23.00"
"H2172","002","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$23.00"
"H2172","002","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$23.00"
"H2172","002","0","2019","English","Package #1","27","Hearing exam","Monthly Premium","80","$23.00"
"H2172","002","0","2019","English","Package #1","27","Hearing aids","Monthly Premium","80","$23.00"
"H2172","002","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H2172","002","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H2172","002","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H2172","002","0","2019","English","Package #1","27","Hearing exam","Deductible","81","N/A"
"H2172","002","0","2019","English","Package #1","27","Hearing aids","Deductible","81","N/A"
"H2172","002","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$23.00"
"H2172","002","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$23.00"
"H2172","002","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$23.00"
"H2172","002","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Prima mensual","80","$23.00"
"H2172","002","0","2019","Spanish","Paquete # 1","27","Audífonos","Prima mensual","80","$23.00"
"H2172","002","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H2172","002","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2172","002","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H2172","002","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Deducible","81","N/A"
"H2172","002","0","2019","Spanish","Paquete # 1","27","Audífonos","Deducible","81","N/A"
"H2172","003","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$23.00"
"H2172","003","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$23.00"
"H2172","003","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$23.00"
"H2172","003","0","2019","English","Package #1","27","Hearing exam","Monthly Premium","80","$23.00"
"H2172","003","0","2019","English","Package #1","27","Hearing aids","Monthly Premium","80","$23.00"
"H2172","003","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H2172","003","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H2172","003","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H2172","003","0","2019","English","Package #1","27","Hearing exam","Deductible","81","N/A"
"H2172","003","0","2019","English","Package #1","27","Hearing aids","Deductible","81","N/A"
"H2172","003","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$23.00"
"H2172","003","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$23.00"
"H2172","003","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$23.00"
"H2172","003","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Prima mensual","80","$23.00"
"H2172","003","0","2019","Spanish","Paquete # 1","27","Audífonos","Prima mensual","80","$23.00"
"H2172","003","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H2172","003","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2172","003","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H2172","003","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Deducible","81","N/A"
"H2172","003","0","2019","Spanish","Paquete # 1","27","Audífonos","Deducible","81","N/A"
"H2172","004","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$23.00"
"H2172","004","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$23.00"
"H2172","004","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$23.00"
"H2172","004","0","2019","English","Package #1","27","Hearing exam","Monthly Premium","80","$23.00"
"H2172","004","0","2019","English","Package #1","27","Hearing aids","Monthly Premium","80","$23.00"
"H2172","004","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H2172","004","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H2172","004","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H2172","004","0","2019","English","Package #1","27","Hearing exam","Deductible","81","N/A"
"H2172","004","0","2019","English","Package #1","27","Hearing aids","Deductible","81","N/A"
"H2172","004","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$23.00"
"H2172","004","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$23.00"
"H2172","004","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$23.00"
"H2172","004","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Prima mensual","80","$23.00"
"H2172","004","0","2019","Spanish","Paquete # 1","27","Audífonos","Prima mensual","80","$23.00"
"H2172","004","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H2172","004","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2172","004","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H2172","004","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Deducible","81","N/A"
"H2172","004","0","2019","Spanish","Paquete # 1","27","Audífonos","Deducible","81","N/A"
"H2172","005","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$23.00"
"H2172","005","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$23.00"
"H2172","005","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$23.00"
"H2172","005","0","2019","English","Package #1","27","Hearing exam","Monthly Premium","80","$23.00"
"H2172","005","0","2019","English","Package #1","27","Hearing aids","Monthly Premium","80","$23.00"
"H2172","005","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H2172","005","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H2172","005","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H2172","005","0","2019","English","Package #1","27","Hearing exam","Deductible","81","N/A"
"H2172","005","0","2019","English","Package #1","27","Hearing aids","Deductible","81","N/A"
"H2172","005","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$23.00"
"H2172","005","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$23.00"
"H2172","005","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$23.00"
"H2172","005","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Prima mensual","80","$23.00"
"H2172","005","0","2019","Spanish","Paquete # 1","27","Audífonos","Prima mensual","80","$23.00"
"H2172","005","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H2172","005","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2172","005","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H2172","005","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Deducible","81","N/A"
"H2172","005","0","2019","Spanish","Paquete # 1","27","Audífonos","Deducible","81","N/A"
"H2172","006","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$23.00"
"H2172","006","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$23.00"
"H2172","006","0","2019","English","Package #1","27","Eyewear","Monthly Premium","80","$23.00"
"H2172","006","0","2019","English","Package #1","27","Hearing exam","Monthly Premium","80","$23.00"
"H2172","006","0","2019","English","Package #1","27","Hearing aids","Monthly Premium","80","$23.00"
"H2172","006","0","2019","English","Package #1","27","Preventive dental","Deductible","81","N/A"
"H2172","006","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","N/A"
"H2172","006","0","2019","English","Package #1","27","Eyewear","Deductible","81","N/A"
"H2172","006","0","2019","English","Package #1","27","Hearing exam","Deductible","81","N/A"
"H2172","006","0","2019","English","Package #1","27","Hearing aids","Deductible","81","N/A"
"H2172","006","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$23.00"
"H2172","006","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$23.00"
"H2172","006","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Prima mensual","80","$23.00"
"H2172","006","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Prima mensual","80","$23.00"
"H2172","006","0","2019","Spanish","Paquete # 1","27","Audífonos","Prima mensual","80","$23.00"
"H2172","006","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","N/A"
"H2172","006","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","N/A"
"H2172","006","0","2019","Spanish","Paquete # 1","27","Anteojos y lentes de contacto","Deducible","81","N/A"
"H2172","006","0","2019","Spanish","Paquete # 1","27","Exámen de audición","Deducible","81","N/A"
"H2172","006","0","2019","Spanish","Paquete # 1","27","Audífonos","Deducible","81","N/A"
"H2228","019","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$32.00"
"H2228","019","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$32.00"
"H2228","019","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","019","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","019","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$32.00"
"H2228","019","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$32.00"
"H2228","019","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","019","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","020","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$32.00"
"H2228","020","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$32.00"
"H2228","020","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","020","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","020","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$32.00"
"H2228","020","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$32.00"
"H2228","020","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","020","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","021","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$32.00"
"H2228","021","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$32.00"
"H2228","021","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","021","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","021","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$32.00"
"H2228","021","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$32.00"
"H2228","021","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","021","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","024","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$39.00"
"H2228","024","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$39.00"
"H2228","024","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","024","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","024","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$39.00"
"H2228","024","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$39.00"
"H2228","024","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","024","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","025","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$39.00"
"H2228","025","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$39.00"
"H2228","025","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","025","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","025","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$39.00"
"H2228","025","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$39.00"
"H2228","025","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","025","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","029","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$39.00"
"H2228","029","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$39.00"
"H2228","029","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","029","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","029","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$39.00"
"H2228","029","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$39.00"
"H2228","029","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","029","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","031","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$39.00"
"H2228","031","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$39.00"
"H2228","031","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","031","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","031","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$39.00"
"H2228","031","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$39.00"
"H2228","031","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","031","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","032","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$32.00"
"H2228","032","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$32.00"
"H2228","032","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","032","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","032","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$32.00"
"H2228","032","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$32.00"
"H2228","032","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","032","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","035","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$39.00"
"H2228","035","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$39.00"
"H2228","035","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","035","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","035","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$39.00"
"H2228","035","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$39.00"
"H2228","035","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","035","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","037","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$32.00"
"H2228","037","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$32.00"
"H2228","037","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","037","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","037","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$32.00"
"H2228","037","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$32.00"
"H2228","037","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","037","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","047","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$39.00"
"H2228","047","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$39.00"
"H2228","047","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","047","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","047","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$39.00"
"H2228","047","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$39.00"
"H2228","047","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","047","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","049","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$39.00"
"H2228","049","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$39.00"
"H2228","049","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","049","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","049","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$39.00"
"H2228","049","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$39.00"
"H2228","049","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","049","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","064","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$32.00"
"H2228","064","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$32.00"
"H2228","064","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","064","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","064","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$32.00"
"H2228","064","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$32.00"
"H2228","064","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Deducible","81","$100.00"
"H2228","064","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Deducible","81","$100.00"
"H2228","065","0","2019","English","Package #1","27","Preventive dental","Monthly Premium","80","$32.00"
"H2228","065","0","2019","English","Package #1","27","Comprehensive dental","Monthly Premium","80","$32.00"
"H2228","065","0","2019","English","Package #1","27","Preventive dental","Deductible","81","$100.00"
"H2228","065","0","2019","English","Package #1","27","Comprehensive dental","Deductible","81","$100.00"
"H2228","065","0","2019","Spanish","Paquete # 1","27","Odontológicos preventivos","Prima mensual","80","$32.00"
"H2228","065","0","2019","Spanish","Paquete # 1","27","Dentales integrals","Prima mensual","80","$32.00"
